scinam_birdtree,Xeno_cantoID,Date,Country,Locality,LAT,LON,Elevation,Recording length,Peak_frequency,Peak_frequency2
Malacocincla sepiaria,XC19069,2006-04-00,Malaysia,"Danum Valley, Sabah, Borneo",4.9767,117.7417,240,114,3273,3273
Malaconotus alius,XC417745,2017-10-12,Tanzania,Uluguru Mts. Above Tegetero Mission,-6.931,37.7037,1600,39,2411.7,2411.7
Malaconotus blanchoti,XC178873,2013-11-29,Kenya,"Mzima Springs, Tsavo West",-2.9843,38.0208,700,36,1205.9,1205.9
Malaconotus blanchoti,XC300443,2015-12-05,Ethiopia,Awash National Park,8.898257,40.058013,N/A,70,1722.7,1787.3
Malaconotus blanchoti,XC300442,2015-12-14,Ethiopia,Negele - Yabello road,4.714186,39.175239,N/A,106,1205.9,1184.3
Malaconotus blanchoti,XC306025,2015-12-20,Ethiopia,"Melka Ghuba, Oromia",4.8704,39.3088,750,103,1205.9,1270.5
Malaconotus blanchoti,XC393631,2017-11-12,Kenya,"kwakilusu,oloitoktok",-2.9965,37.6244,1400,12,1205.9,1227.4
Malaconotus cruentus,XC24910,2006-12-13,Sierra Leone,Gola Forest,7.535403,-11.057053,N/A,63,1033.6,990.5
Malaconotus gladiator,XC255208,2014-12-09,Cameroon,"Bamessing, Mezam, Northwest",6.0903,10.2944,2125,175,1205.9,1162.8
Malaconotus gladiator,XC407514,2017-12-07,Cameroon,Bakossi NP--Kodmin Forest,4.997,9.6876,1400,25,1205.9,1141.3
Malacopteron affine,XC90574,2011-10-18,Indonesia,Bukit Batu Wildlife Reserve,1.385944611,101.8623447,22,32.6,2928.5,2928.5
Malacopteron affine,XC151008,2013-08-22,Malaysia,"Borneo Nature Lodge, Kota Kinabatangan, Sabah, Borneo",5.4977,118.2812,10,98.4,2756.2,2756.2
Malacopteron affine,XC166709,2013-12-30,Malaysia,"Danum Valley Field Centre, Danum Valley, Sabah, Borneo",4.9634,117.8028,160,212.7,2756.2,2756.2
Malacopteron affine,XC290840,2014-05-06,Malaysia,"Swamp loop. Taman Negara, Pahang",4.386,102.401,N/A,94.4,2756.2,2756.2
Malacopteron affine,XC424577,2018-06-25,Malaysia,"Gunung Gading NP, Waterfall #1, Sarawak",1.6951,109.8411,170,181,2928.5,2928.5
Malacopteron albogulare,XC108839,2005-05-02,Indonesia,"Sungai Wain Protection Forest, East Kalimantan, Borneo",-1.1167,116.8167,50,23,3100.8,3100.8
Malacopteron albogulare,XC145459,2013-08-16,Indonesia,"Panti Bird Sanctuary, Johor",1.8773,103.9181,30,40,2928.5,2928.5
Malacopteron albogulare,XC34486,2007-03-00,Indonesia,"Sungai Wain Protection Forest, East Kalimantan, Borneo",-1.1167,116.8167,50,29,3100.8,3100.8
Malacopteron cinereum,XC90754,2009-11-12,Indonesia,Tuanan research station,-2.2012,114.3631,2,33,3273,3273
Malacopteron cinereum,XC179370,2014-05-09,Thailand,"Krung Ching, Nopphitam District, Nakhon Si Thammarat",8.7241,99.6685,170,26,3273,3273
Malacopteron cinereum,XC290844,2014-06-01,Malaysia,"River trail. Taman Negara, Pahang",4.386,102.401,N/A,29,4306.6,4306.6
Malacopteron cinereum,XC30022,2008-00-00,Malaysia,"Danum Valley, Sabah, Borneo",4.9767,117.7417,240,79,4134.4,4134.4
Malacopteron cinereum,XC24602,2008-02-00,Cambodia,Seima Biodiversity Conservation Area,12.165541,106.690979,400,49,3273,3273
Malacopteron magnirostre,XC90170,2011-11-14,Malaysia,"Ulu Mudah, Kedah (nr Earth Lodge)",6.1151,100.9634,120,78,2584,2584
Malacopteron magnirostre,XC201795,2013-09-29,Malaysia,"Tioman, road to Juara",2.807,104.182,280,91,2928.5,2928.5
Malacopteron magnirostre,XC290832,2014-06-01,Malaysia,"River trail. Taman Negara, Pahang",4.386,102.401,N/A,103,3273,3273
Malacopteron magnirostre,XC355672,2016-04-20,Thailand,"Khlong Suan, Khlong Saeng Wildlife Sanctuary, Suratthani Province",9.1385,98.6199,110,159,2928.5,2928.5
Malacopteron magnirostre,XC19174,N/A,Malaysia,"Danum Valley, Sabah, Borneo",4.9767,117.7417,280,59,3100.8,3100.8
Malacopteron magnum,XC65395,2007-05-20,Indonesia,"Sungai Gi, Berau District, East Kalimantan",1.7756,116.9837,150,70,2756.2,2756.2
Malacopteron magnum,XC45120,2009-03-01,Malaysia,"Bukit Rengit, Pahang",3.5376,102.167,50,44,2928.5,2928.5
Malacopteron magnum,XC196828,2014-02-19,Malaysia,"Kubah National Park, waterfall trail, Sarawak",1.6096,110.187,330,61,2756.2,2756.2
Malacopteron magnum,XC180860,2014-05-16,Thailand,"H Trail, Khao Nor Chu Chi",7.9193,99.2725,90,38,2411.7,2411.7
Malacopteron magnum,XC86982,2011-04-00,Malaysia,"Danum Valley, Sabah, Borneo",4.9767,117.7417,300,97,2239.5,2239.5
Malacopteron palawanense,XC68652,2010-04-24,Philippines,Palawan; Iwahig,9.7,118.6,50,38,2928.5,2928.5
Malacopteron palawanense,XC190311,2014-07-26,Philippines,"Puerto Princesa, Palawan, MIMAROPA",9.7566,118.6639,10,60,2584,2584
Malacopteron palawanense,XC320915,2016-05-14,Philippines,"Iwahig, Palawan",9.7429,118.6468,20,35,2411.7,2411.7
Malacopteron palawanense,XC379913,2017-06-07,Philippines,"Puerto Princesa, Palawan, MIMAROPA",9.8044,118.682,40,45,2756.2,2756.2
Malcorus pectoralis,XC194305,2014-08-25,South Africa,"Kgalagadi Transfrontier Park, Northern Cape",-26.306,20.4895,900,8,5857,5857
Malcorus pectoralis,XC386628,2017-09-12,South Africa,"Mountain Zebra Park, Cradock, Eastern Cape, South Africa",-32.183,25.477,1100,23,5340.2,5340.2
Malcorus pectoralis,XC395396,2017-09-15,South Africa,"Pofadder, Northern Cape",-29.1629,19.3703,1000,47,4995.7,4995.7
Malcorus pectoralis,XC392540,2017-09-19,South Africa,"P2250, Tangua, Western Cape",-32.600861,19.806229,N/A,35,4478.9,4478.9
Malcorus pectoralis,XC392544,2017-09-22,South Africa,"Akkerendam NR, Calvinia, Northern Cape",-31.424004,19.782711,N/A,24,4651.2,4651.2
Malia grata,XC121332,1989-07-23,Indonesia,"Sulawesi; Lore Lindu NP, near Dongi-dongi",-1.32,120.3,1700,69,2411.7,2411.7
Malia grata,XC151616,2013-09-19,Indonesia,"Sulawesi; Lore Lindu NP, on the road to Anaso",-1.32,120.3,1700,45,2411.7,2411.7
Malia grata,XC203660,2014-10-01,Indonesia,"Sulawesi, Lore Lindu, mid levels, Anaso Trail, North Lore, Poso",-1.3008,120.3073,1600,43,2756.2,2756.2
Malia grata,XC203869,2014-10-03,Indonesia,"Sulawesi, Lore Lindu, Danau Tambing",-1.3256,120.3089,1700,46,2067.2,2067.2
Malia grata,XC288192,2015-10-20,Indonesia,"Lore Utara, Poso, Sulawesi Tengah",-1.475,120.1889,1500,28,2067.2,2067.2
Malimbus cassini,ML1397,1978-02-14,DR Congo,ITENDEY (40KM WNW OF BUNIA) Orientale,1.85,30,1100,47,4651.2,4651.2
Malimbus malimbicus,XC351916,2016-04-13,Ghana,Nsuta Forest,5.2784,-1.6382,60,46,4823.4,4823.4
Malimbus nitens,XC23295,2006-12-05,Sierra Leone,Tiwai Island,7.5498,-11.3167,N/A,12,4823.4,4823.4
Malimbus nitens,XC99038,2012-03-29,Cameroon,Korup National Park,5.059,8.807,100,8,3445.3,3445.3
Malimbus nitens,XC252979,2015-06-13,Liberia,"Libassa Ecolodge, Margibi",6.1782,-10.4846,10,53,4306.6,4306.6
Malimbus racheliae,ML176508,1991-11-23,Cameroon,"40.0 km W of Nguti in Southwest Province, Korup National Park, Ikenge Research Station  , ",5.2666667,9.1166667,240,92,4995.7,4995.7
Malimbus rubricollis,XC295388,2015-12-13,Ivory Coast,Parc National du Banco,5.387,-4.0533,30,28,3273,3273
Malimbus rubricollis,XC367513,2017-05-02,Ivory Coast,Parc National d'Azagny,5.2227,-4.8148,10,52,6718.4,6718.4
Malimbus scutatus,XC336135,2016-09-17,Ivory Coast,Parc National d'Azagny,5.2227,-4.8148,10,57,2756.2,2756.2
Malurus alboscapulatus,XC140703,2000-09-17,Indonesia," Jayapura, Papua",-2.5546,140.6689,N/A,18,5684.8,5684.8
Malurus alboscapulatus,XC38168,2009-07-08,Papua New Guinea,Kama Village nr Mt Hagen Enga province,-5.730436,143.948364,1500,7,5684.8,5684.8
Malurus amabilis,XC174137,2013-11-02,Australia,"Daintree National Park (near Kimberley), Queensland",-16.2423,145.4371,160,17,7579.7,7579.7
Malurus amabilis,XC156197,2013-11-07,Australia,"Stewart Creek Valley, Queensland",-16.3082,145.3213,20,34,6546.1,6546.1
Malurus amabilis,XC382053,2016-11-17,Australia,"Bentley Park, Cairns Regional, Queensland",-17.0069,145.7191,50,22,7924.2,7924.2
Malurus coronatus,XC126445,2012-05-12,Australia,Mornington Wildlife Sanctuary,-17.5162,126.0751,200,8,6029.3,6029.3
Malurus cyaneus,XC30651,1996-11-26,Australia," Sunny Corner, NSW",-33.3834,149.9001,1203,12,7752,7752
Malurus cyaneus,XC98477,2012-01-05,Australia,"Derwent Bridge, Walls of Jerusalem NP Tas",-42.1348,146.2298,N/A,65,6201.6,6201.6
Malurus cyaneus,XC407802,2015-10-17,Australia,"Anglesea Heath, Surf Coast Shire, Victoria",-38.3858,144.2312,70,38,7235.2,7235.2
Malurus cyaneus,XC340988,2016-10-24,Australia,"Dunn's Swamp, Wollemi National Park, New South Wales",-32.8339,150.2047,650,46,5168,5168
Malurus cyaneus,XC380197,2017-07-17,Australia,"Spring Creek Reserve, Kiama, New South Wales",-34.6603,150.848,10,21,7407.4,7407.4
Malurus cyanocephalus,XC408724,2007-06-25,Papua New Guinea,"Ok Ma road, Tabubil, Western Province",-5.3531,141.2189,750,51,2239.5,2239.5
Malurus cyanocephalus,XC155805,2009-07-20,Indonesia,Biak Island,-1.154,136.2666,30,7,2411.7,2411.7
Malurus cyanocephalus,XC409629,2017-09-10,Indonesia,"Sorong Manoi (near Sorong), Kota Sorong, Papua Barat",-0.9063,131.2971,0,8,2584,2584
Malurus elegans,XC165260,2014-01-24,Australia,"Victoria Dam access track (near Canning Mills), Western Australia",-32.0402,116.0687,220,7,6546.1,6546.1
Malurus elegans,XC365173,2017-04-15,Australia,"Crowea, Shire of Manjimup, Western Australia",-34.553,116.1811,170,49,6890.6,6890.6
Malurus elegans,XC382072,2017-07-27,Australia,"Arpenteur Nature Reserve, Cheynes Beach, Western Australia",-34.8861,118.4098,30,7,6546.1,6546.1
Malurus elegans,XC382610,2017-07-27,Australia,"Cheynes Beach Caravan Park, Western Australia",-34.885,118.404,30,18,6546.1,6546.1
Malurus lamberti,XC156407,2011-10-25,Australia,"Noosa Heads, Queensland",-26.3849,153.1086,80,20,6373.8,6373.8
Malurus lamberti,XC404210,2015-10-29,Australia,"Wild Dog Hill area, Whyalla, South Australia",-32.9452,137.512,70,86,6890.6,6890.6
Malurus lamberti,XC334055,2016-08-31,Australia," Gluepot, South Australia",-33.7544,139.9938,70,17,6546.1,6546.1
Malurus lamberti,XC104882,2010-09-00,Australia,"Mogo Creek, Yengo National Park, New South Wales",-33.1659,151.0648,240,21,6718.4,6718.4
Malurus leucopterus,XC287099,2015-10-15,Australia,"Bowra Station, near Cunnamulla, Queensland",-27.9633,145.5848,200,9,4478.9,4478.9
Malurus leucopterus,XC407805,2015-10-28,Australia,"nr Lyndhurst, South Australia",-30.2863,138.3636,130,63,8096.5,8096.5
Malurus leucopterus,XC404216,2015-10-29,Australia,"Wild Dog Hill area, Whyalla, South Australia",-32.9452,137.512,170,85,4995.7,4995.7
Malurus leucopterus,XC30652,1986-08-00,Australia,"Palm Valley, Finke Gorge NP, NT",-24.0667,132.6667,610,8,4478.9,4478.9
Malurus melanocephalus,XC86009,2011-08-03,Australia,Anstead Bushland Reserve,-27.543,152.857,100,28,7062.9,7062.9
Malurus melanocephalus,XC157501,2011-10-27,Australia,"Benaraby, Queensland",-24.0821,151.3145,50,52,7235.2,7235.2
Malurus melanocephalus,XC174204,2013-11-02,Australia,"Koah, Queensland",-16.9112,145.6001,420,5,7752,7752
Malurus melanocephalus,XC265214,2015-07-08,Australia,"Mooloolah River NP, Sippy Downs, Queensland",-26.7306,153.087,10,8,5857,5857
Malurus pulcherrimus,XC40584,2009-10-21,Australia,"Dryandra Woodland, WA",-32.779193,116.92131,350,40,7407.4,7407.4
Malurus pulcherrimus,XC382714,2017-07-25,Australia,"Tomingley Rd, Dryandra Woodland, Western Australia",-32.7889,116.9448,340,11,7924.2,7924.2
Malurus splendens,XC40682,2009-10-23,Australia,"Stirling Range NP, WA",-34.399828,117.978058,230,46,5168,5168
Malurus splendens,XC166672,2013-12-02,Australia,"Kulunilup Swamp, Western Australia",-34.3477,116.789,220,53,7062.9,7062.9
Malurus splendens,XC286734,2015-10-14,Australia,"Cunnamulla, Queensland",-27.9417,145.4844,200,63,6029.3,6029.3
Malurus splendens,XC334640,2016-09-01,Australia,"Gluepot, South Australia",-33.7544,139.9938,70,39,6718.4,6718.4
Manacus aurantiacus,XC166011,2014-01-19,Costa Rica,"Carara National Park, Puntarenas Province",9.7751,-84.6167,20,12,3789.8,3789.8
Manacus candei,XC28460,1994-02-23,Belize," Rio Bravo Research Area, Orange Walk Dist.",17.777,-89.0114,100,118,4134.4,4134.4
Manacus candei,XC126374,2013-03-10,Guatemala," Tikal National Park, Peten",17.2226,-89.6237,240,109,4995.7,4995.7
Manacus candei,XC260090,2015-07-16,Mexico," Ixhuatlan del Sureste, Veracruz",18.0188,-94.4079,30,41,3789.8,3789.8
Manacus candei,XC363552,2017-04-02,Honduras," Omega Lodge, El Naranjo, La Ceiba",15.7298,-86.726,220,52,5168,5168
Manacus manacus,XC11235,2007-06-01,Venezuela,"Rio Caura south of Maripa, Bolivar",7.1167,-64.9667,N/A,62,3445.3,3445.3
Manacus manacus,XC37254,2009-07-21,Brazil,"Ubatuba, SP. Fazenda Angelim",-23.4334,-45.1167,23,33,3789.8,3789.8
Manacus manacus,XC120784,2012-03-22,Ecuador,"Playa de Oro, Esmeraldas Province, Ecuador",0.8501,-78.7667,160,5,2584,2584
Manacus manacus,XC169960,2014-01-17,Brazil,"Belo Oriente, Minas Gerais",-19.2204,-42.4832,260,70,4306.6,4306.6
Manacus vitellinus,XC88444,2011-10-04,Panama,Isla Escudo de Veraguas,9.0978,-81.5578,2,26,1033.6,1033.6
Manacus vitellinus,XC355341,2017-02-08,Panama,"Torti, San Francisco Nature Reserve, Panama",8.939,-78.465,320,324,6890.6,6890.6
Manacus vitellinus,XC368491,2017-05-06,Panama,"Pipeline Road, Soberania NP",9.1332,-79.7195,70,271,4995.7,4995.7
Manacus vitellinus,XC410349,2018-03-21,Panama," Torti, Panama",8.9167,-78.3947,120,95,2584,2584
Manacus vitellinus,XC410602,2018-03-22,Panama,"Camino de Peñas Blancas, Torti",8.9426,-78.4455,200,206,4134.4,4134.4
Mandingoa nitidula,XC137758,2013-03-05,Uganda,"Ngogo Research Camp, Kibale National Park, Kabarole, Western Region",0.501,30.4265,1400,37,7235.2,7235.2
Mandingoa nitidula,XC247671,2015-03-02,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,1500,56,7235.2,7235.2
Manorina flavigula,XC241050,2013-07-08,Australia,"Flinders Ranges National Park (near Blinman), South Australia",-31.5474,138.5906,600,38,2239.5,2239.5
Manorina flavigula,XC287112,2015-10-14,Australia,"Bowra Station, near Cunnamulla, Queensland",-27.9633,145.5848,200,32,3100.8,3100.8
Manorina melanocephala,XC172035,2013-11-21,Australia,"Capertee River, NSW",-33.046,150.162,320,12,2411.7,2411.7
Manorina melanocephala,XC269671,2015-08-21,Australia,"Capertee National Park, NSW",-33.0226,150.0369,440,34,2584,2584
Manorina melanocephala,XC355030,2016-10-10,Australia,"Earlwood, Canterbury City Council, New South Wales",-33.9157,151.1366,0,88,2756.2,2756.2
Manorina melanocephala,XC384386,2017-07-31,Australia,"Lidcombe, Auburn City Council, New South Wales",-33.8591,151.0478,20,28,2756.2,2756.2
Manorina melanophrys,XC401153,1996-09-10,Australia,"Lawnton Rd, Brisbane Forest Park",-27.321,152.723,600,53,2928.5,2928.5
Manorina melanophrys,XC33180,2006-11-17,Australia," Queensland: Brisbane Forest Park, ca. 20 km W Brisbane",-27.3834,152.9167,130,35,2928.5,2928.5
Manorina melanophrys,XC194827,2007-07-30,Australia,"Wollemi National Park, New South Wales",-32.8898,150.3453,N/A,54,2928.5,2928.5
Manorina melanophrys,XC366865,2015-10-13,Australia,"Yea Wetlands, Victoria",-37.2085,145.4296,170,81,2756.2,2756.2
Manorina melanophrys,XC370405,2017-04-24,Australia,"Melbourne, Victoria",-37.8267,144.9786,20,44,2756.2,2756.2
Manucodia ater,XC140741,1997-10-25,Indonesia,"Batanta Island, Papua Barat",-0.8792,130.7167,N/A,48,3962.1,3962.1
Manucodia ater,XC408776,2007-06-29,Papua New Guinea,"Km14 Boystown Road, Kiunga, Western Province",-6.1341,141.2914,30,30,2239.5,2239.5
Manucodia ater,XC215190,2014-12-30,Indonesia,"Waigeo, Raja Ampat Islands, West Papua",-0.242,131.0253,750,94,3789.8,3789.8
Manucodia ater,XC268351,2015-07-25,Papua New Guinea,"Kwatu Lodge (clearing location), Ketu River (Elevala River tributary), Western Province",-6.0747,141.5235,40,65,2067.2,2067.2
Manucodia comrii,XC42029,2009-02-24,Papua New Guinea,"Saidowai Guesthouse, Sewa Bay, Normanby Island, Milne Bay Province",-9.9637,150.9537,2,14,861.3,796.7
Manucodia comrii,XC70354,1993-00-00,Papua New Guinea,"D'Entrecasteaux Archipelago, Fergusson, Nade",-9.6639,150.7101,20,18,516.8,538.3
manucodia keraudrenii,XC38116,2009-07-14,Papua New Guinea,Kiunga Boys Town Road,-6.0219,141.2013,170,17,1205.9,1205.9
manucodia keraudrenii,XC413320,2012-09-21,Indonesia,"Wasur National Park, Papua",-8.6634,140.7217,10,232,1378.1,1378.1
manucodia keraudrenii,XC268360,2015-07-25,Papua New Guinea,"Kwatu Lodge (clearing location), Ketu River (Elevala River tributary), Western Province",-6.0747,141.5235,40,66,1722.7,1722.7
Margarops fuscatus,XC100156,2012-03-30,Puerto Rico,Bosque Estatal Maricao,18.1498,-66.992,800,57,3445.3,3445.3
Margarops fuscatus,XC215671,2013-02-28,Netherlands,Saba,17.6416,-63.2356,380,83,2928.5,2928.5
Margarops fuscatus,XC173423,2014-03-04,Puerto Rico,"Rio Abajo State Forest, Puerto Rico",18.3314,-66.7178,340,202,3273,3273
margarops fuscus,XC407136,2016-06-13,Dominica,"D-Smart Farm, Corona Estate, Corona, Dominica",15.369,-61.3529,550,67,2411.7,2411.7
Margarornis rubiginosus,XC274690,2010-03-18,Costa Rica,"Mirador de Quetzales, km70 Cerro de la Muerte, San José",9.54,-83.9,2750,4,9130.1,9130.1
Margarornis rubiginosus,XC213580,2014-08-24,Costa Rica,"Cerro Colorado, Comarca Ngobe-Bugle (formerly Chiriqui province)",8.534,-81.805,1600,20,9991.4,9991.4
Margarornis squamiger,XC1992,1993-11-21,Venezuela,"Río Milluni low camp, near Titi Amaya; Inquisivi, La Paz",-16.9028,-67.202,3100,29,8785.5,8785.5
Margarornis squamiger,XC12451,2005-06-19,Colombia,"PNN Chingaza, Sector monteredonde",4.5167,-73.7501,2800,39,7407.4,7407.4
Margarornis squamiger,XC73820,2005-12-05,Bolivia," Cotapata, La Paz, BO",-16.28786111,-67.85036111,3100,28,8096.5,8096.5
Margarornis squamiger,XC273418,2011-02-08,Colombia,"RNA Las Tangaras near Carmen del Atrato, Antioquia",5.729,-76.244,N/A,38,9302.2,9302.2
Margarornis squamiger,XC260667,1997-03-00,Ecuador," Napo: 'Cabañas San Isidro', 1-2 km SW Cosanga",-0.589,-77.877,2000,23,9302.2,9302.2
Margarornis stellatus,XC95949,2012-02-18,Colombia,Reserva Natural Mesenia - Paramillo,5.4828,-75.8959,2300,32,9302.3,9302.3
Masius chrysopterus,XC276162,2002-07-27,Ecuador,Pichincha: 'Tandayapa Bird Lodge',0.01,-78.678,1855,82,2239.5,2239.5
Masius chrysopterus,XC51241,2010-01-27,Colombia,"RNA Arrierito Antioqueño, Anorí, Antioquia",6.9862,-75.1251,1400,26,2067.2,2067.2
Masius chrysopterus,XC61821,2010-09-04,Ecuador,"Tandayapa Bird Lodge, Pichincha",-0.0101,-78.6776,1750,69,11886.3,11886.3
Masius chrysopterus,XC95951,2012-02-18,Colombia,Reserva Natural Mesenia - Paramillo,5.4828,-75.8959,2100,23,2239.5,2239.5
Masius chrysopterus,XC264761,1996-06-00,Colombia,Nariño: La Planada,1.117,-77.9,1850,9,1894.9,1894.9
Mecocerculus hellmayri,XC413,2000-09-28,Bolivia,Siberia cloud forest,-17.841,-64.724,N/A,7,6201.6,6201.6
Mecocerculus hellmayri,XC194830,2007-11-09,Argentina,"Parque Provincial Potrero de Yala, Jujuy",-24.1209,-65.4598,1700,46,6201.6,6201.6
Mecocerculus hellmayri,XC139629,2013-01-25,Argentina,"Alto del Monolito, PN Calilegua, Jujuy",-23.6834,-64.9001,1900,27,6373.8,6373.8
Mecocerculus hellmayri,XC139266,2013-01-29,Argentina,"A 2 km al W de El Monolito, límite del PN Calilegua, Jujuy",-23.6738,-64.9004,1900,143,5857,5857
Mecocerculus leucophrys,XC235863,2007-02-06,Colombia,"Magdalena: San Lorenzo ridge, Sierra Nevada de Santa Marta",11.1009,-74.072,2580,111,3789.8,3789.8
Mecocerculus leucophrys,XC235865,2007-02-20,Colombia,"Cesar/Magdalena: 6.6 km NNW Nabusimake, Sierra Nevada de Santa Marta (10.617,-73.617)",10.617,-73.616,3000,406,4651.2,4651.2
Mecocerculus leucophrys,XC61412,2010-08-03,Ecuador,"Acanama, Loja",-3.6795,-79.2376,3350,89,4478.9,4478.9
Mecocerculus leucophrys,XC124518,2012-02-23,Bolivia,"Chunqani, Madidi NP, La Paz",-14.6396,-68.9584,2930,162,4306.6,4306.6
Mecocerculus leucophrys,XC153781,2013-11-07,Ecuador,Lagunas de Manú (Saraguro - Loja),-3.5742,-79.4268,3400,253,4651.2,4651.2
Mecocerculus minor,XC251084,2004-02-07,Ecuador,"Zamora-Chinchipe: Reserva Tapichalaca, near Q. Cristopher Parson",-4.517,-79.15,2100,49,5168,5168
Mecocerculus minor,XC108751,2008-08-14,Peru,"Quebrada Honda, Chotas, Cajamarca",-6.387636,-79.103622,2700,143,5168,5168
Mecocerculus minor,XC61398,2010-07-25,Ecuador,"Cabañas San Isidro, Cosanga, Napo",-0.5864,-77.8778,2100,43,4306.6,4306.6
Mecocerculus minor,XC260868,2008-06-00,Ecuador,"Napo: 'Cabañas San Isidro', 1-2 km SW Cosanga",-0.589,-77.877,2050,14,4651.2,4651.2
Mecocerculus minor,XC260867,1996-09-00,Ecuador,"Napo: 'Cabañas San Isidro', 1-2 km SW Cosanga",-0.589,-77.877,2050,21,5168,5168
Mecocerculus poecilocercus,XC248506,1993-09-22,Ecuador,Pichincha: Tandayapa ridge 3 km SSW Tandayapa,-0.017,-78.685,2300,72,6890.6,6890.6
Mecocerculus poecilocercus,XC3918,2001-02-12,Ecuador,"Tandayapa Valley, Pichincha",-0.0167,-78.6834,2250,39,6373.8,6373.8
Mecocerculus poecilocercus,XC95047,2009-07-12,Ecuador,"Cabañas San Isidro, Cosanga, Napo",-0.5864,-77.8778,2130,80,6201.6,6201.6
Mecocerculus poecilocercus,XC112296,2012-01-14,Ecuador,"Tandayapa Valley, Pichincha",-0.0167,-78.6834,1800,41,6718.4,6718.4
Mecocerculus poecilocercus,XC258721,1996-11-00,Ecuador,"Napo: 'Cabañas San Isidro', 1-2 km SW Cosanga",-0.589,-77.877,2100,21,7235.2,7235.2
Mecocerculus stictopterus,XC250152,1995-02-13,Ecuador,Loja: between Selva Alegre and Manu,-3.564,-79.373,2850,28,4478.9,4478.9
Mecocerculus stictopterus,XC12824,2005-07-05,Colombia,"PNN Chingaza, sector Palacio",4.5167,-73.7501,N/A,51,6201.6,6201.6
Mecocerculus stictopterus,XC225456,2009-07-19,Peru,Manu road high,-13.2,-71.58333333,N/A,40,5684.8,5684.8
Mecocerculus stictopterus,XC149505,2012-12-30,Colombia," La Calera, Inspección Mundo Nuevo",4.6642,-73.8548,2600,25,4651.2,4651.2
Mecocerculus stictopterus,XC346235,2016-12-14,Ecuador,"Manantial track, Cerro Blanco Reserve, 8km WSW Otavalo, Imbabura Province",0.2111,-78.3433,3200,48,5684.8,5684.8
